% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2	ccId
0.282	1	1	29	3	87	28	549	0	0	0
0.282	1	1	29	3	87	28	549	0	0	1
0.283	1	11	29	4	58	28	549	0	0	0
0.283	1	11	29	4	58	28	549	0	0	1
0.284	1	15	29	5	12	28	549	0	0	0
0.284	1	15	29	5	12	28	549	0	0	1
0.285	1	6	29	6	91	28	549	0	0	0
0.285	1	6	29	6	91	28	549	0	0	1
0.286	1	10	29	7	63	28	549	0	0	0
0.286	1	10	29	7	63	28	549	0	0	1
0.287	1	5	29	8	20	28	549	0	0	0
0.287	1	5	29	8	20	28	549	0	0	1
0.288	1	13	29	9	94	28	549	0	0	0
0.288	1	13	29	9	94	28	549	0	0	1
0.289	1	3	29	10	96	28	549	0	0	0
0.289	1	3	29	10	96	28	549	0	0	1
0.29	1	8	30	1	71	28	549	0	0	0
0.29	1	8	30	1	71	28	549	0	0	1
0.291	1	7	30	2	29	28	549	0	0	0
0.291	1	7	30	2	29	28	549	0	0	1
0.292	1	4	30	3	78	28	549	0	0	0
0.292	1	4	30	3	78	28	549	0	0	1
0.293	1	9	30	4	39	28	549	0	0	0
0.293	1	9	30	4	39	28	549	0	0	1
0.294	1	12	30	5	82	28	549	0	0	0
0.294	1	12	30	5	82	28	549	0	0	1
0.295	1	2	30	6	50	28	549	0	0	0
0.295	1	2	30	6	50	28	549	0	0	1
0.296	1	14	30	7	1	28	549	0	0	0
0.296	1	14	30	7	1	28	549	0	0	1
0.297	1	1	30	8	87	28	549	0	0	0
0.297	1	1	30	8	87	28	549	0	0	1
0.298	1	11	30	9	58	28	549	0	0	0
0.298	1	11	30	9	58	28	549	0	0	1
0.299	1	15	30	10	12	28	549	0	0	0
0.299	1	15	30	10	12	28	549	0	0	1
0.3	1	6	31	1	91	28	549	0	0	0
0.3	1	6	31	1	91	28	549	0	0	1
0.301	1	10	31	2	63	28	549	0	0	0
0.301	1	10	31	2	63	28	549	0	0	1
0.302	1	5	31	3	20	28	549	0	0	0
0.302	1	5	31	3	20	28	549	0	0	1
0.303	1	13	31	4	94	28	549	0	0	0
0.303	1	13	31	4	94	28	549	0	0	1
0.304	1	3	31	5	96	28	549	0	0	0
0.304	1	3	31	5	96	28	549	0	0	1
0.305	1	8	31	6	71	28	549	0	0	0
0.305	1	8	31	6	71	28	549	0	0	1
0.306	1	7	31	7	29	28	549	0	0	0
0.306	1	7	31	7	29	28	549	0	0	1
0.307	1	4	31	8	78	28	549	0	0	0
0.307	1	4	31	8	78	28	549	0	0	1
0.308	1	9	31	9	39	28	549	0	0	0
0.308	1	9	31	9	39	28	549	0	0	1
0.309	1	12	31	10	82	28	549	0	0	0
0.309	1	12	31	10	82	28	549	0	0	1
0.31	1	2	32	1	50	28	549	0	0	0
0.31	1	2	32	1	50	28	549	0	0	1
1.625	2	1	163	6	1	0	81	0	0	0
0.311	1	14	32	2	1	28	549	0	0	0
0.311	1	14	32	2	1	28	549	0	0	1
0.312	1	1	32	3	87	28	549	0	0	0
0.312	1	1	32	3	87	28	549	0	0	1
1.64	2	1	165	1	1	28	2196	0	0	0
1.641	2	1	165	2	1	28	2196	0	0	0
0.313	1	11	32	4	58	28	549	0	0	0
0.313	1	11	32	4	58	28	549	0	0	1
1.642	2	1	165	3	1	28	2196	0	0	0
1.643	2	1	165	4	1	28	2196	0	0	0
1.644	2	1	165	5	1	28	2196	0	0	0
0.314	1	15	32	5	12	28	549	0	0	0
0.314	1	15	32	5	12	28	549	0	0	1
1.645	2	1	165	6	1	28	2196	0	0	0
1.646	2	1	165	7	1	28	2196	0	0	0
1.647	2	1	165	8	1	28	2196	0	0	0
1.648	2	1	165	9	1	28	2196	0	0	0
1.649	2	1	165	10	1	28	2196	0	0	0
0.315	1	6	32	6	91	28	549	0	0	0
0.315	1	6	32	6	91	28	549	0	0	1
1.65	2	1	166	1	1	28	2196	0	0	0
1.651	2	1	166	2	1	28	2196	0	0	0
1.652	2	1	166	3	1	28	2196	0	0	0
0.316	1	10	32	7	63	28	549	0	0	0
0.316	1	10	32	7	63	28	549	0	0	1
1.653	2	1	166	4	1	28	2196	0	0	0
1.654	2	1	166	5	1	28	2196	0	0	0
1.655	2	1	166	6	1	28	2196	0	0	0
1.656	2	1	166	7	1	28	2196	0	0	0
0.317	1	5	32	8	20	28	549	0	0	0
1.657	2	1	166	8	1	28	2196	0	0	0
0.317	1	5	32	8	20	28	549	0	0	1
1.658	2	1	166	9	1	28	2196	0	0	0
0.318	1	13	32	9	94	28	549	0	0	0
1.659	2	1	166	10	1	28	2196	0	0	0
0.318	1	13	32	9	94	28	549	0	0	1
1.66	2	1	167	1	1	28	2196	0	0	0
1.661	2	1	167	2	1	28	2196	0	0	0
1.662	2	1	167	3	1	28	2196	0	0	0
0.319	1	3	32	10	96	28	549	0	0	0
0.319	1	3	32	10	96	28	549	0	0	1
1.663	2	1	167	4	1	28	2196	0	0	0
1.664	2	1	167	5	1	28	2196	0	0	0
0.32	1	8	33	1	71	28	549	0	0	0
0.32	1	8	33	1	71	28	549	0	0	1
1.665	2	1	167	6	1	28	2196	0	0	0
1.666	2	1	167	7	1	28	2196	0	0	0
1.667	2	1	167	8	1	28	2196	0	0	0
1.668	2	1	167	9	1	28	2196	0	0	0
0.321	1	7	33	2	29	28	549	0	0	0
0.321	1	7	33	2	29	28	549	0	0	1
1.669	2	1	167	10	1	28	2196	0	0	0
1.67	2	1	168	1	1	28	2196	0	0	0
0.322	1	4	33	3	78	28	549	0	0	0
0.322	1	4	33	3	78	28	549	0	0	1
1.671	2	1	168	2	1	28	2196	0	0	0
1.672	2	1	168	3	1	28	2196	0	0	0
1.673	2	1	168	4	1	28	2196	0	0	0
0.323	1	9	33	4	39	28	549	0	0	0
0.323	1	9	33	4	39	28	549	0	0	1
1.674	2	1	168	5	1	28	2196	0	0	0
1.675	2	1	168	6	1	28	2196	0	0	0
0.324	1	12	33	5	82	28	549	0	0	0
0.324	1	12	33	5	82	28	549	0	0	1
1.676	2	1	168	7	1	28	2196	0	0	0
1.677	2	1	168	8	1	28	2196	0	0	0
1.678	2	1	168	9	1	28	2196	0	0	0
1.679	2	1	168	10	1	28	2196	0	0	0
0.325	1	2	33	6	50	28	549	0	0	0
0.325	1	2	33	6	50	28	549	0	0	1
1.68	2	1	169	1	1	28	2196	0	0	0
1.681	2	1	169	2	1	28	2196	0	0	0
0.326	1	14	33	7	1	28	549	0	0	0
0.326	1	14	33	7	1	28	549	0	0	1
1.682	2	1	169	3	1	28	2196	0	0	0
1.683	2	1	169	4	1	28	2196	0	0	0
1.684	2	1	169	5	1	28	2196	0	0	0
0.327	1	1	33	8	87	28	549	0	0	0
0.327	1	1	33	8	87	28	549	0	0	1
1.685	2	1	169	6	1	28	2196	0	0	0
1.686	2	1	169	7	1	28	2196	0	0	0
0.328	1	11	33	9	58	28	549	0	0	0
0.328	1	11	33	9	58	28	549	0	0	1
1.687	2	1	169	8	1	28	2196	0	0	0
1.688	2	1	169	9	1	28	2196	0	0	0
1.689	2	1	169	10	1	28	2196	0	0	0
1.69	2	1	170	1	1	28	2196	0	0	0
0.329	1	15	33	10	12	28	549	0	0	0
0.329	1	15	33	10	12	28	549	0	0	1
1.691	2	1	170	2	1	28	2196	0	0	0
1.692	2	1	170	3	1	28	2196	0	0	0
0.33	1	6	34	1	91	28	549	0	0	0
0.33	1	6	34	1	91	28	549	0	0	1
1.693	2	1	170	4	1	28	2196	0	0	0
1.694	2	1	170	5	1	28	2196	0	0	0
1.695	2	1	170	6	1	28	2196	0	0	0
0.331	1	10	34	2	63	28	549	0	0	0
1.696	2	1	170	7	1	28	2196	0	0	0
0.331	1	10	34	2	63	28	549	0	0	1
1.697	2	1	170	8	1	28	2196	0	0	0
0.332	1	5	34	3	20	28	549	0	0	0
0.332	1	5	34	3	20	28	549	0	0	1
1.698	2	1	170	9	1	28	2196	0	0	0
1.699	2	1	170	10	1	28	2196	0	0	0
1.7	2	1	171	1	1	28	2196	0	0	0
1.701	2	1	171	2	1	28	2196	0	0	0
0.333	1	13	34	4	94	28	549	0	0	0
0.333	1	13	34	4	94	28	549	0	0	1
1.702	2	1	171	3	1	28	2196	0	0	0
1.703	2	1	171	4	1	28	2196	0	0	0
0.334	1	3	34	5	96	28	549	0	0	0
0.334	1	3	34	5	96	28	549	0	0	1
1.704	2	1	171	5	1	28	2196	0	0	0
1.705	2	1	171	6	1	28	2196	0	0	0
1.706	2	1	171	7	1	28	2196	0	0	0
0.335	1	8	34	6	71	28	549	0	0	0
1.707	2	1	171	8	1	28	2196	0	0	0
0.335	1	8	34	6	71	28	549	0	0	1
1.708	2	1	171	9	1	28	2196	0	0	0
0.336	1	7	34	7	29	28	549	0	0	0
1.709	2	1	171	10	1	28	2196	0	0	0
0.336	1	7	34	7	29	28	549	0	0	1
1.71	2	1	172	1	1	28	2196	0	0	0
1.711	2	1	172	2	1	28	2196	0	0	0
1.712	2	1	172	3	1	28	2196	0	0	0
0.337	1	4	34	8	78	28	549	0	0	0
0.337	1	4	34	8	78	28	549	0	0	1
1.713	2	1	172	4	1	28	2196	0	0	0
1.714	2	1	172	5	1	28	2196	0	0	0
0.338	1	9	34	9	39	28	549	0	0	0
0.338	1	9	34	9	39	28	549	0	0	1
1.715	2	1	172	6	1	28	2196	0	0	0
1.716	2	1	172	7	1	28	2196	0	0	0
1.717	2	1	172	8	1	28	2196	0	0	0
1.718	2	1	172	9	1	28	2196	0	0	0
0.339	1	12	34	10	82	28	549	0	0	0
0.339	1	12	34	10	82	28	549	0	0	1
1.719	2	1	172	10	1	28	2196	0	0	0
1.72	2	1	173	1	1	28	2196	0	0	0
0.34	1	2	35	1	50	28	549	0	0	0
0.34	1	2	35	1	50	28	549	0	0	1
1.721	2	1	173	2	1	28	2196	0	0	0
1.722	2	1	173	3	1	28	2196	0	0	0
1.723	2	1	173	4	1	28	2196	0	0	0
1.724	2	1	173	5	1	28	2196	0	0	0
0.341	1	14	35	2	1	28	549	0	0	0
0.341	1	14	35	2	1	28	549	0	0	1
1.725	2	1	173	6	1	28	2196	0	0	0
1.726	2	1	173	7	1	28	2196	0	0	0
0.342	1	1	35	3	87	28	549	0	0	0
0.342	1	1	35	3	87	28	549	0	0	1
1.727	2	1	173	8	1	28	2196	0	0	0
1.728	2	1	173	9	1	28	2196	0	0	0
1.729	2	1	173	10	1	28	2196	0	0	0
0.343	1	11	35	4	58	28	549	0	0	0
1.73	2	1	174	1	1	28	2196	0	0	0
0.343	1	11	35	4	58	28	549	0	0	1
1.731	2	1	174	2	1	28	2196	0	0	0
0.344	1	15	35	5	12	28	549	0	0	0
1.732	2	1	174	3	1	28	2196	0	0	0
0.344	1	15	35	5	12	28	549	0	0	1
1.733	2	1	174	4	1	28	2196	0	0	0
1.734	2	1	174	5	1	28	2196	0	0	0
1.735	2	1	174	6	1	28	2196	0	0	0
0.345	1	6	35	6	91	28	549	0	0	0
0.345	1	6	35	6	91	28	549	0	0	1
1.736	2	1	174	7	1	28	2196	0	0	0
1.737	2	1	174	8	1	28	2196	0	0	0
0.346	1	10	35	7	63	28	549	0	0	0
0.346	1	10	35	7	63	28	549	0	0	1
1.738	2	1	174	9	1	28	2196	0	0	0
1.739	2	1	174	10	1	28	2196	0	0	0
1.74	2	1	175	1	1	28	2196	0	0	0
0.347	1	5	35	8	20	28	549	0	0	0
1.741	2	1	175	2	1	28	2196	0	0	0
0.347	1	5	35	8	20	28	549	0	0	1
1.742	2	1	175	3	1	28	2196	0	0	0
1.743	2	1	175	4	1	28	2196	0	0	0
0.348	1	13	35	9	94	28	549	0	0	0
0.348	1	13	35	9	94	28	549	0	0	1
1.744	2	1	175	5	1	28	2196	0	0	0
0.349	1	3	35	10	96	28	549	0	0	0
0.349	1	3	35	10	96	28	549	0	0	1
1.745	2	1	175	6	1	28	2196	0	0	0
0.35	1	8	36	1	71	28	549	0	0	0
0.35	1	8	36	1	71	28	549	0	0	1
1.746	2	1	175	7	1	28	2196	0	0	0
1.747	2	1	175	8	1	28	2196	0	0	0
1.748	2	1	175	9	1	28	2196	0	0	0
0.351	1	7	36	2	29	28	549	0	0	0
0.351	1	7	36	2	29	28	549	0	0	1
1.749	2	1	175	10	1	28	2196	0	0	0
1.75	2	1	176	1	1	28	2196	0	0	0
0.352	1	4	36	3	78	28	549	0	0	0
0.352	1	4	36	3	78	28	549	0	0	1
1.751	2	1	176	2	1	28	2196	0	0	0
1.752	2	1	176	3	1	28	2196	0	0	0
1.753	2	1	176	4	1	28	2196	0	0	0
0.353	1	9	36	4	39	28	549	0	0	0
0.353	1	9	36	4	39	28	549	0	0	1
1.754	2	1	176	5	1	28	2196	0	0	0
1.755	2	1	176	6	1	28	2196	0	0	0
0.354	1	12	36	5	82	28	549	0	0	0
0.354	1	12	36	5	82	28	549	0	0	1
1.756	2	1	176	7	1	28	2196	0	0	0
1.757	2	1	176	8	1	28	2196	0	0	0
1.758	2	1	176	9	1	28	2196	0	0	0
0.355	1	2	36	6	50	28	549	0	0	0
0.355	1	2	36	6	50	28	549	0	0	1
1.759	2	1	176	10	1	28	2196	0	0	0
1.76	2	1	177	1	1	28	2196	0	0	0
0.356	1	14	36	7	1	28	549	0	0	0
0.356	1	14	36	7	1	28	549	0	0	1
1.761	2	1	177	2	1	28	2196	0	0	0
1.762	2	1	177	3	1	28	2196	0	0	0
1.763	2	1	177	4	1	28	2196	0	0	0
0.357	1	1	36	8	87	28	549	0	0	0
1.764	2	1	177	5	1	28	2196	0	0	0
0.357	1	1	36	8	87	28	549	0	0	1
1.765	2	1	177	6	1	28	2196	0	0	0
0.358	1	11	36	9	58	28	549	0	0	0
0.358	1	11	36	9	58	28	549	0	0	1
1.766	2	1	177	7	1	28	2196	0	0	0
1.767	2	1	177	8	1	28	2196	0	0	0
1.768	2	1	177	9	1	28	2196	0	0	0
1.769	2	1	177	10	1	28	2196	0	0	0
0.359	1	15	36	10	12	28	549	0	0	0
0.359	1	15	36	10	12	28	549	0	0	1
1.77	2	1	178	1	1	28	2196	0	0	0
0.36	1	6	37	1	91	28	549	0	0	0
1.771	2	1	178	2	1	28	2196	0	0	0
0.36	1	6	37	1	91	28	549	0	0	1
1.772	2	1	178	3	1	28	2196	0	0	0
1.773	2	1	178	4	1	28	2196	0	0	0
1.774	2	1	178	5	1	28	2196	0	0	0
0.361	1	10	37	2	63	28	549	0	0	0
0.361	1	10	37	2	63	28	549	0	0	1
1.775	2	1	178	6	1	28	2196	0	0	0
1.776	2	1	178	7	1	28	2196	0	0	0
0.362	1	5	37	3	20	28	549	0	0	0
0.362	1	5	37	3	20	28	549	0	0	1
1.777	2	1	178	8	1	28	2196	0	0	0
1.778	2	1	178	9	1	28	2196	0	0	0
1.779	2	1	178	10	1	28	2196	0	0	0
1.78	2	1	179	1	1	28	2196	0	0	0
0.363	1	13	37	4	94	28	549	0	0	0
0.363	1	13	37	4	94	28	549	0	0	1
1.781	2	1	179	2	1	28	2196	0	0	0
0.364	1	3	37	5	96	28	549	0	0	0
1.782	2	1	179	3	1	28	2196	0	0	0
0.364	1	3	37	5	96	28	549	0	0	1
1.783	2	1	179	4	1	28	2196	0	0	0
1.784	2	1	179	5	1	28	2196	0	0	0
1.785	2	1	179	6	1	28	2196	0	0	0
0.365	1	8	37	6	71	28	549	0	0	0
1.786	2	1	179	7	1	28	2196	0	0	0
0.365	1	8	37	6	71	28	549	0	0	1
1.787	2	1	179	8	1	28	2196	0	0	0
1.788	2	1	179	9	1	28	2196	0	0	0
0.366	1	7	37	7	29	28	549	0	0	0
0.366	1	7	37	7	29	28	549	0	0	1
1.789	2	1	179	10	1	28	2196	0	0	0
1.79	2	1	180	1	1	28	2196	0	0	0
1.791	2	1	180	2	1	28	2196	0	0	0
0.367	1	4	37	8	78	28	549	0	0	0
0.367	1	4	37	8	78	28	549	0	0	1
1.792	2	1	180	3	1	28	2196	0	0	0
1.793	2	1	180	4	1	28	2196	0	0	0
0.368	1	9	37	9	39	28	549	0	0	0
0.368	1	9	37	9	39	28	549	0	0	1
1.794	2	1	180	5	1	28	2196	0	0	0
1.795	2	1	180	6	1	28	2196	0	0	0
1.796	2	1	180	7	1	28	2196	0	0	0
1.797	2	1	180	8	1	28	2196	0	0	0
0.369	1	12	37	10	82	28	549	0	0	0
0.369	1	12	37	10	82	28	549	0	0	1
1.798	2	1	180	9	1	28	2196	0	0	0
0.37	1	2	38	1	50	28	549	0	0	0
1.799	2	1	180	10	1	28	2196	0	0	0
0.37	1	2	38	1	50	28	549	0	0	1
1.8	2	1	181	1	1	28	2196	0	0	0
1.801	2	1	181	2	1	28	2196	0	0	0
1.802	2	1	181	3	1	28	2196	0	0	0
0.371	1	14	38	2	1	28	549	0	0	0
0.371	1	14	38	2	1	28	549	0	0	1
1.803	2	1	181	4	1	28	2196	0	0	0
1.804	2	1	181	5	1	28	2196	0	0	0
0.372	1	1	38	3	87	28	549	0	0	0
0.372	1	1	38	3	87	28	549	0	0	1
1.805	2	1	181	6	1	28	2196	0	0	0
1.806	2	1	181	7	1	28	2196	0	0	0
1.807	2	1	181	8	1	28	2196	0	0	0
0.373	1	11	38	4	58	28	549	0	0	0
0.373	1	11	38	4	58	28	549	0	0	1
1.808	2	1	181	9	1	28	2196	0	0	0
1.809	2	1	181	10	1	28	2196	0	0	0
0.374	1	15	38	5	12	28	549	0	0	0
0.374	1	15	38	5	12	28	549	0	0	1
1.81	2	1	182	1	1	28	2196	0	0	0
1.811	2	1	182	2	1	28	2196	0	0	0
1.812	2	1	182	3	1	28	2196	0	0	0
1.813	2	1	182	4	1	28	2196	0	0	0
0.375	1	6	38	6	91	28	549	0	0	0
0.375	1	6	38	6	91	28	549	0	0	1
1.814	2	1	182	5	1	28	2196	0	0	0
1.815	2	1	182	6	1	28	2196	0	0	0
0.376	1	10	38	7	63	28	549	0	0	0
0.376	1	10	38	7	63	28	549	0	0	1
1.816	2	1	182	7	1	28	2196	0	0	0
1.817	2	1	182	8	1	28	2196	0	0	0
1.818	2	1	182	9	1	28	2196	0	0	0
0.377	1	5	38	8	20	28	549	0	0	0
0.377	1	5	38	8	20	28	549	0	0	1
1.819	2	1	182	10	1	28	2196	0	0	0
1.82	2	1	183	1	1	28	2196	0	0	0
0.378	1	13	38	9	94	28	549	0	0	0
0.378	1	13	38	9	94	28	549	0	0	1
1.821	2	1	183	2	1	28	2196	0	0	0
1.822	2	1	183	3	1	28	2196	0	0	0
1.823	2	1	183	4	1	28	2196	0	0	0
0.379	1	3	38	10	96	28	549	0	0	0
0.379	1	3	38	10	96	28	549	0	0	1
1.824	2	1	183	5	1	28	2196	0	0	0
1.825	2	1	183	6	1	28	2196	0	0	0
0.38	1	8	39	1	71	28	549	0	0	0
0.38	1	8	39	1	71	28	549	0	0	1
1.826	2	1	183	7	1	28	2196	0	0	0
1.827	2	1	183	8	1	28	2196	0	0	0
1.828	2	1	183	9	1	28	2196	0	0	0
1.829	2	1	183	10	1	28	2196	0	0	0
0.381	1	7	39	2	29	28	549	0	0	0
0.381	1	7	39	2	29	28	549	0	0	1
1.83	2	1	184	1	1	28	2196	0	0	0
1.831	2	1	184	2	1	28	2196	0	0	0
0.382	1	4	39	3	78	28	549	0	0	0
0.382	1	4	39	3	78	28	549	0	0	1
1.832	2	1	184	3	1	28	2196	0	0	0
1.833	2	1	184	4	1	28	2196	0	0	0
1.834	2	1	184	5	1	28	2196	0	0	0
1.835	2	1	184	6	1	28	2196	0	0	0
0.383	1	9	39	4	39	28	549	0	0	0
0.383	1	9	39	4	39	28	549	0	0	1
1.836	2	1	184	7	1	28	2196	0	0	0
1.837	2	1	184	8	1	28	2196	0	0	0
0.384	1	12	39	5	82	28	549	0	0	0
0.384	1	12	39	5	82	28	549	0	0	1
1.838	2	1	184	9	1	28	2196	0	0	0
1.839	2	1	184	10	1	28	2196	0	0	0
1.84	2	1	185	1	1	28	2196	0	0	0
0.385	1	2	39	6	50	28	549	0	0	0
0.385	1	2	39	6	50	28	549	0	0	1
1.841	2	1	185	2	1	28	2196	0	0	0
1.842	2	1	185	3	1	28	2196	0	0	0
0.386	1	14	39	7	1	28	549	0	0	0
0.386	1	14	39	7	1	28	549	0	0	1
1.843	2	1	185	4	1	28	2196	0	0	0
1.844	2	1	185	5	1	28	2196	0	0	0
1.845	2	1	185	6	1	28	2196	0	0	0
0.387	1	1	39	8	87	28	549	0	0	0
1.846	2	1	185	7	1	28	2196	0	0	0
0.387	1	1	39	8	87	28	549	0	0	1
1.847	2	1	185	8	1	28	2196	0	0	0
0.388	1	11	39	9	58	28	549	0	0	0
0.388	1	11	39	9	58	28	549	0	0	1
1.848	2	1	185	9	1	28	2196	0	0	0
1.849	2	1	185	10	1	28	2196	0	0	0
1.85	2	1	186	1	1	28	2196	0	0	0
0.389	1	15	39	10	12	28	549	0	0	0
1.851	2	1	186	2	1	28	2196	0	0	0
0.389	1	15	39	10	12	28	549	0	0	1
1.852	2	1	186	3	1	28	2196	0	0	0
0.39	1	6	40	1	91	28	549	0	0	0
1.853	2	1	186	4	1	28	2196	0	0	0
0.39	1	6	40	1	91	28	549	0	0	1
1.854	2	1	186	5	1	28	2196	0	0	0
1.855	2	1	186	6	1	28	2196	0	0	0
1.856	2	1	186	7	1	28	2196	0	0	0
0.391	1	10	40	2	63	28	549	0	0	0
0.391	1	10	40	2	63	28	549	0	0	1
1.857	2	1	186	8	1	28	2196	0	0	0
1.858	2	1	186	9	1	28	2196	0	0	0
0.392	1	5	40	3	20	28	549	0	0	0
0.392	1	5	40	3	20	28	549	0	0	1
1.859	2	1	186	10	1	28	2196	0	0	0
1.86	2	1	187	1	1	28	2196	0	0	0
1.861	2	1	187	2	1	28	2196	0	0	0
0.393	1	13	40	4	94	28	549	0	0	0
0.393	1	13	40	4	94	28	549	0	0	1
1.862	2	1	187	3	1	28	2196	0	0	0
1.863	2	1	187	4	1	28	2196	0	0	0
0.394	1	3	40	5	96	28	549	0	0	0
0.394	1	3	40	5	96	28	549	0	0	1
1.864	2	1	187	5	1	28	2196	0	0	0
1.865	2	1	187	6	1	28	2196	0	0	0
1.866	2	1	187	7	1	28	2196	0	0	0
0.395	1	8	40	6	71	28	549	0	0	0
0.395	1	8	40	6	71	28	549	0	0	1
1.867	2	1	187	8	1	28	2196	0	0	0
1.868	2	1	187	9	1	28	2196	0	0	0
0.396	1	7	40	7	29	28	549	0	0	0
0.396	1	7	40	7	29	28	549	0	0	1
1.869	2	1	187	10	1	28	2196	0	0	0
1.87	2	1	188	1	1	28	2196	0	0	0
1.871	2	1	188	2	1	28	2196	0	0	0
1.872	2	1	188	3	1	28	2196	0	0	0
0.397	1	4	40	8	78	28	549	0	0	0
0.397	1	4	40	8	78	28	549	0	0	1
1.873	2	1	188	4	1	28	2196	0	0	0
0.398	1	9	40	9	39	28	549	0	0	0
1.874	2	1	188	5	1	28	2196	0	0	0
0.398	1	9	40	9	39	28	549	0	0	1
1.875	2	1	188	6	1	28	2196	0	0	0
1.876	2	1	188	7	1	28	2196	0	0	0
1.877	2	1	188	8	1	28	2196	0	0	0
0.399	1	12	40	10	82	28	549	0	0	0
0.399	1	12	40	10	82	28	549	0	0	1
1.878	2	1	188	9	1	28	2196	0	0	0
1.879	2	1	188	10	1	28	2196	0	0	0
0.4	1	2	41	1	50	28	549	0	0	0
0.4	1	2	41	1	50	28	549	0	0	1
1.88	2	1	189	1	1	28	2196	0	0	0
1.881	2	1	189	2	1	28	2196	0	0	0
1.882	2	1	189	3	1	28	2196	0	0	0
1.883	2	1	189	4	1	28	2196	0	0	0
0.401	1	14	41	2	1	28	549	0	0	0
0.401	1	14	41	2	1	28	549	0	0	1
1.884	2	1	189	5	1	28	2196	0	0	0
1.885	2	1	189	6	1	28	2196	0	0	0
0.402	1	1	41	3	87	28	549	0	0	0
0.402	1	1	41	3	87	28	549	0	0	1
1.886	2	1	189	7	1	28	2196	0	0	0
1.887	2	1	189	8	1	28	2196	0	0	0
1.888	2	1	189	9	1	28	2196	0	0	0
0.403	1	11	41	4	58	28	549	0	0	0
0.403	1	11	41	4	58	28	549	0	0	1
1.889	2	1	189	10	1	28	2196	0	0	0
1.89	2	1	190	1	1	28	2196	0	0	0
0.404	1	15	41	5	12	28	549	0	0	0
0.404	1	15	41	5	12	28	549	0	0	1
1.891	2	1	190	2	1	28	2196	0	0	0
1.892	2	1	190	3	1	28	2196	0	0	0
1.893	2	1	190	4	1	28	2196	0	0	0
0.405	1	6	41	6	91	28	549	0	0	0
0.405	1	6	41	6	91	28	549	0	0	1
1.894	2	1	190	5	1	28	2196	0	0	0
1.895	2	1	190	6	1	28	2196	0	0	0
0.406	1	10	41	7	63	28	549	0	0	0
0.406	1	10	41	7	63	28	549	0	0	1
1.896	2	1	190	7	1	28	2196	0	0	0
1.897	2	1	190	8	1	28	2196	0	0	0
1.898	2	1	190	9	1	28	2196	0	0	0
0.407	1	5	41	8	20	28	549	0	0	0
1.899	2	1	190	10	1	28	2196	0	0	0
0.407	1	5	41	8	20	28	549	0	0	1
1.9	2	1	191	1	1	28	2196	0	0	0
0.408	1	13	41	9	94	28	549	0	0	0
1.901	2	1	191	2	1	28	2196	0	0	0
0.408	1	13	41	9	94	28	549	0	0	1
1.902	2	1	191	3	1	28	2196	0	0	0
1.903	2	1	191	4	1	28	2196	0	0	0
1.904	2	1	191	5	1	28	2196	0	0	0
0.409	1	3	41	10	96	28	549	0	0	0
0.409	1	3	41	10	96	28	549	0	0	1
1.905	2	1	191	6	1	28	2196	0	0	0
1.906	2	1	191	7	1	28	2196	0	0	0
0.41	1	8	42	1	71	28	549	0	0	0
0.41	1	8	42	1	71	28	549	0	0	1
1.907	2	1	191	8	1	28	2196	0	0	0
1.908	2	1	191	9	1	28	2196	0	0	0
1.909	2	1	191	10	1	28	2196	0	0	0
0.411	1	7	42	2	29	28	549	0	0	0
1.91	2	1	192	1	1	28	2196	0	0	0
0.411	1	7	42	2	29	28	549	0	0	1
1.911	2	1	192	2	1	28	2196	0	0	0
1.912	2	1	192	3	1	28	2196	0	0	0
0.412	1	4	42	3	78	28	549	0	0	0
0.412	1	4	42	3	78	28	549	0	0	1
1.913	2	1	192	4	1	28	2196	0	0	0
1.914	2	1	192	5	1	28	2196	0	0	0
1.915	2	1	192	6	1	28	2196	0	0	0
0.413	1	9	42	4	39	28	549	0	0	0
0.413	1	9	42	4	39	28	549	0	0	1
1.916	2	1	192	7	1	28	2196	0	0	0
1.917	2	1	192	8	1	28	2196	0	0	0
0.414	1	12	42	5	82	28	549	0	0	0
0.414	1	12	42	5	82	28	549	0	0	1
1.918	2	1	192	9	1	28	2196	0	0	0
1.919	2	1	192	10	1	28	2196	0	0	0
1.92	2	1	193	1	1	28	2196	0	0	0
1.921	2	1	193	2	1	28	2196	0	0	0
0.415	1	2	42	6	50	28	549	0	0	0
0.415	1	2	42	6	50	28	549	0	0	1
1.922	2	1	193	3	1	28	2196	0	0	0
1.923	2	1	193	4	1	28	2196	0	0	0
0.416	1	14	42	7	1	28	549	0	0	0
0.416	1	14	42	7	1	28	549	0	0	1
1.924	2	1	193	5	1	28	2196	0	0	0
1.925	2	1	193	6	1	28	2196	0	0	0
1.926	2	1	193	7	1	28	2196	0	0	0
0.417	1	1	42	8	87	28	549	0	0	0
0.417	1	1	42	8	87	28	549	0	0	1
1.927	2	1	193	8	1	28	2196	0	0	0
1.928	2	1	193	9	1	28	2196	0	0	0
0.418	1	11	42	9	58	28	549	0	0	0
0.418	1	11	42	9	58	28	549	0	0	1
1.929	2	1	193	10	1	28	2196	0	0	0
1.93	2	1	194	1	1	28	2196	0	0	0
1.931	2	1	194	2	1	28	2196	0	0	0
0.419	1	15	42	10	12	28	549	0	0	0
